NACA4418
0.27202457 -0.05390520
0.27869361 -0.05362370
0.28541272 -0.05332603
0.29218063 -0.05301310
0.29899606 -0.05268581
0.30585774 -0.05234511
0.31276437 -0.05199192
0.31971467 -0.05162718
0.32670731 -0.05125185
0.33374098 -0.05086686
0.34081436 -0.05047316
0.34792609 -0.05007170
0.35507484 -0.04966342
0.36225922 -0.04924928
0.36947787 -0.04883019
0.37672939 -0.04840711
0.38401237 -0.04798094
0.39132541 -0.04755262
0.39866706 -0.04712305
0.40618781 -0.04668793
0.41376654 -0.04623805
0.42136782 -0.04577388
0.42898992 -0.04529613
0.43663110 -0.04480553
0.44428960 -0.04430278
0.45196367 -0.04378859
0.45965156 -0.04326366
0.46735147 -0.04272868
0.47506164 -0.04218435
0.48278028 -0.04163133
0.49050559 -0.04107029
0.49823576 -0.04050189
0.50596899 -0.03992676
0.51370347 -0.03934555
0.52143737 -0.03875886
0.52916887 -0.03816731
0.53689613 -0.03757148
0.54461733 -0.03697196
0.55233062 -0.03636929
0.56003417 -0.03576404
0.56772611 -0.03515672
0.57540462 -0.03454786
0.58306783 -0.03393794
0.59071389 -0.03332746
0.59834096 -0.03271688
0.60594717 -0.03210664
0.61353067 -0.03149717
0.62108962 -0.03088889
0.62862215 -0.03028220
0.63612642 -0.02967747
0.64360057 -0.02907508
0.65104276 -0.02847536
0.65845114 -0.02787864
0.66582388 -0.02728525
0.67315913 -0.02669548
0.68045507 -0.02610960
0.68770986 -0.02552790
0.69492169 -0.02495062
0.70208874 -0.02437800
0.70920919 -0.02381026
0.71628126 -0.02324762
0.72330314 -0.02269028
0.73027304 -0.02213841
0.73718920 -0.02159219
0.74404984 -0.02105178
0.75085320 -0.02051734
0.75759754 -0.01998900
0.76428112 -0.01946689
0.77090222 -0.01895114
0.77745911 -0.01844185
0.78395010 -0.01793913
0.79037350 -0.01744307
0.79672764 -0.01695376
0.80301084 -0.01647129
0.80922148 -0.01599573
0.81535791 -0.01552715
0.82141852 -0.01506561
0.82740170 -0.01461118
0.83330588 -0.01416391
0.83912949 -0.01372386
0.84487098 -0.01329108
0.85052881 -0.01286561
0.85610147 -0.01244750
0.86158747 -0.01203680
0.86698534 -0.01163354
0.87229362 -0.01123776
0.87751087 -0.01084951
0.88263569 -0.01046882
0.88766668 -0.01009574
0.89260247 -0.00973031
0.89744172 -0.00937255
0.90218310 -0.00902252
0.90682531 -0.00868024
0.91136708 -0.00834577
0.91580715 -0.00801915
0.92014430 -0.00770041
0.92437733 -0.00738960
0.92850506 -0.00708677
0.93252634 -0.00679195
0.93644005 -0.00650520
0.94024510 -0.00622656
0.94394042 -0.00595608
0.94752497 -0.00569382
0.95099774 -0.00543981
0.95435776 -0.00519410
0.95760408 -0.00495676
0.96073577 -0.00472783
0.96375195 -0.00450735
0.96665175 -0.00429539
0.96943436 -0.00409200
0.97209897 -0.00389721
0.97464483 -0.00371110
0.97707120 -0.00353369
0.97937740 -0.00336505
0.98156274 -0.00320521
0.98362662 -0.00305424
0.98556843 -0.00291216
0.98738761 -0.00277903
0.98908363 -0.00265489
0.99065601 -0.00253977
0.99210429 -0.00243372
0.99342804 -0.00233676
0.99462689 -0.00224894
0.99570048 -0.00217028
0.99664850 -0.00210080
0.99747069 -0.00204054
0.99816678 -0.00198952
0.99873660 -0.00194774
0.99917995 -0.00191524
0.99949673 -0.00189201
0.99968684 -0.00187807
0.99975021 -0.00187342
